GME,GME,GME,GME,GME,GME,GME,AMC,AMC,AMC,AMC,AMC,AMC,AMC,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,HOOD,BB,BB,BB,BB,BB,BB,BB,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,NOK,NOK,NOK,NOK,NOK,NOK,NOK,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE,SPCE
open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
230.0,264.0,227.0,254.13,15526332,397348,244.095677,18.88,29.76,18.31,26.52,705545767,4000938,24.617535,620.17,631.13,616.21,630.85,26413339,592404,623.328523,26.42,28.12,25.3094,27.01,9709828,68104,26.688351,,,,,,,,9.61,10.15,9.25,9.97,45662099.0,166220.0,9.799116,21.96,22.7,21.65,22.7,76230463.0,231898.0,22.402162,4.97,5.1,4.96,5.07,52034854,72433,5.032818,27.08,32.07,26.6,31.09,48704151.0,270267.0,29.453624
262.78,268.7999,221.43,222.0,11751365,350796,243.495298,31.63,36.72,24.17,26.12,660642873,4404973,29.494495,628.5,635.59,622.38,625.22,22736938,541700,628.798132,27.32,30.22,27.22,27.99,13575198,87481,28.738129,,,,,,,,10.29,12.09,9.935,10.07,116293943.0,444337.0,10.975523,23.0,24.75,22.76,22.95,111844170.0,489830.0,23.646917,5.2,5.29,5.14,5.16,68837796,98628,5.202059,31.24,35.04,30.73,31.23,53988536.0,328291.0,32.544452
233.48,254.98,227.07,249.02,9625615,265751,241.473575,32.0,33.53,28.53,32.04,508694962,2797321,31.173637,627.66,633.8,620.55,623.9,18084990,445658,626.333161,28.83,29.24,27.23,27.26,6643885,41210,28.032578,,,,,,,,11.16,11.61,10.52,11.56,87552521.0,336745.0,11.299899,23.11,23.3499,22.36,23.06,52695406.0,245884.0,22.944867,5.2,5.25,5.15,5.19,29907253,58004,5.186166,30.05,30.61,28.12,28.88,33144200.0,203178.0,29.396427
248.88,294.0,244.3,282.24,16031308,463499,268.498289,37.35,72.62,35.59,62.55,766475105,6232620,52.098557,620.33,623.36,599.14,605.12,23302828,681174,607.540467,27.74,44.51,27.02,44.19,109866761,691034,38.377353,,,,,,,,12.88,16.66,12.33,15.25,346139295.0,1523616.0,14.126464,23.0,24.84,22.82,24.45,86472902.0,380370.0,24.021388,5.25,5.55,5.24,5.45,122534125,205702,5.434038,28.93,32.09,28.41,31.13,29735166.0,177188.0,30.457785
265.0,274.43,242.1206,258.18,7999975,270633,259.596473,58.5,68.8,37.66,51.34,598142736,5566790,53.805758,601.71,604.55,571.22,572.84,30109193,880515,588.348872,38.15,38.79,31.75,31.9,39101177,277610,34.226668,,,,,,,,19.0,20.17,13.56,15.88,536740243.0,2759081.0,16.744134,24.26,24.26,23.34,23.63,48164194.0,251832.0,23.849122,5.6,5.685,5.41,5.48,100437926,197328,5.541941,32.12,33.7,30.7,31.01,30748460.0,206229.0,32.47471
256.02,265.0,245.77,248.36,3637515,137980,254.104139,48.8,57.48,46.04,47.91,337700333,2712047,51.086051,580.0,600.61,577.2,599.05,24091196,564362,593.686594,32.08,33.0,30.46,31.71,12075123,102365,31.560931,,,,,,,,15.94,16.35,13.7,13.86,174183685.0,801796.0,14.734804,23.76,24.49,23.5,24.03,42537599.0,211594.0,24.082957,5.49,5.567,5.45,5.48,31582732,78139,5.494788,30.9,32.16,29.93,31.38,17823793.0,113145.0,31.167111
258.0,282.0,255.2001,280.01,6051490,200969,270.176692,52.37,59.6797,51.5,55.0,349096415,2774548,55.548028,591.6,610.0,582.88,605.13,22543817,605297,592.903969,31.94,35.309,31.81,33.98,12688623,92481,33.968954,,,,,,,,14.46,16.6,14.12,15.77,197778349.0,804537.0,15.432201,24.0,24.76,23.79,24.46,49646700.0,244673.0,24.403917,5.48,5.63,5.45,5.61,46399658,91478,5.55086,31.5,34.79,30.96,34.69,29046982.0,177252.0,33.46307
290.69,344.66,281.0,300.0,17439141,542591,308.675571,57.02,60.62,52.77,55.05,214532441,1869177,56.443665,622.89,623.09,595.5,603.59,26070618,584211,606.564722,34.8,40.0,34.09,36.83,15188439,112546,36.964638,,,,,,,,16.35,17.17,15.25,15.8,162541135.0,757241.0,16.21758,24.89,25.23,23.93,24.38,53489026.0,275221.0,24.506193,5.55,5.69,5.54,5.58,48799916,91957,5.6064,35.14,38.22,35.05,37.49,34195067.0,233324.0,36.910958
303.12,328.0,291.51,302.56,13429360,405315,305.563448,52.19,53.39,48.12,49.34,150364967,1436365,50.107208,602.37,611.79,597.6301,598.78,16584567,384583,603.112389,36.04,36.5,33.25,34.29,6918102,63865,34.611389,,,,,,,,15.49,16.18,14.3,15.16,103503086.0,464457.0,15.309754,24.49,24.74,24.17,24.17,36006159.0,191143.0,24.460215,5.55,5.61,5.47,5.49,45992081,74384,5.534155,38.28,38.65,34.87,35.16,22543213.0,165706.0,36.505936
282.0,288.0,211.0,220.39,23279468,611428,242.039452,47.93,51.5,39.71,42.81,224854783,1847368,45.077295,604.0,616.59,600.5,610.12,23901630,506944,610.590047,34.09,35.09,30.84,31.53,6512744,54173,32.104274,,,,,,,,14.78,15.24,13.8,13.89,68605725.0,313454.0,14.388315,24.0,24.39,23.44,24.14,35462479.0,184880.0,24.024851,5.44,5.49,5.39,5.44,26550173,53143,5.439532,35.53,37.88,34.92,35.41,22561851.0,140423.0,36.189553
222.23,241.13,206.13,233.34,15577145,387249,225.037218,44.94,49.6,42.01,49.4,218001062,1597374,46.284265,610.12,612.56,601.52,609.89,16187148,378939,607.454767,32.16,32.99,31.42,31.91,3395704,37051,31.959138,,,,,,,,14.16,14.33,13.57,14.18,56117672.0,242257.0,13.984957,24.15,24.71,24.03,24.67,33071854.0,167771.0,24.481016,5.5,5.5,5.39,5.43,20354328,47411,5.434596,35.08,36.09,33.85,35.1,13927395.0,96939.0,34.886771
236.6,238.01,219.2,229.44,7132116,208587,226.660151,51.99,60.55,51.52,57.0,301459703,2253794,56.595497,612.23,625.49,609.18,617.69,20414295,460592,617.967431,31.95,32.19,29.85,30.16,4496330,44423,30.639416,,,,,,,,14.23,14.75,13.81,14.05,47531428.0,225527.0,14.327112,24.76,25.15,24.47,25.0,51775178.0,235206.0,24.904861,5.48,5.48,5.42,5.45,17747261,40643,5.442371,35.27,37.6899,34.7,36.49,16541750.0,117129.0,36.658162
226.02,229.25,208.0,222.5,7301829,203944,218.882745,57.97,64.71,56.73,59.04,285577279,2157687,60.678658,616.74,616.79,598.23,599.36,17754263,438380,605.634884,29.98,30.26,28.66,29.46,4240344,46600,29.2926,,,,,,,,13.91,14.4114,13.55,13.99,39799218.0,181213.0,13.929139,25.07,25.55,24.39,24.41,46671106.0,228292.0,24.883248,5.43,5.4355,5.28,5.29,28953715,53373,5.341097,36.45,36.7798,34.64,34.87,11823681.0,96793.0,35.335813
215.64,228.7305,209.0,222.97,5563731,141837,217.182133,56.0,57.34,51.86,55.18,166417463,1322577,54.330462,597.45,608.5,593.5,604.87,22114162,475920,601.111705,28.62,29.44,27.88,29.1,4263881,41266,28.706061,,,,,,,,13.73,13.7988,12.59,12.88,44076874.0,203878.0,13.025581,24.17,24.94,23.86,24.8,58404658.0,238711.0,24.610898,5.26,5.27,5.16,5.22,27288906,51942,5.225437,34.6,36.155,34.21,35.37,12787816.0,84620.0,35.265043
223.69,233.66,221.48,223.59,4607064,133776,227.021432,54.04,63.83,52.98,60.73,303531527,2059464,59.86979,601.55,621.47,601.34,616.6,22650108,502641,614.835473,29.05,30.18,28.98,29.35,3491463,35959,29.434747,,,,,,,,12.72,13.6599,12.59,13.51,43184440.0,186950.0,13.331698,24.74,25.46,24.55,25.45,64338302.0,264391.0,25.218219,5.15,5.25,5.1217,5.16,21940379,43040,5.176615,35.12,37.52,35.1,37.32,16348835.0,113044.0,36.840834
220.18,223.49,213.0,213.82,4319494,126766,216.466554,61.25,64.955,56.85,59.26,243626875,1890151,61.431449,613.52,628.35,611.8,623.31,24568178,500910,620.446866,28.91,29.7,27.3,27.38,8868587,49372,27.671035,,,,,,,,13.43,13.87,12.62,12.9,38335108.0,178412.0,13.12151,25.6,25.94,25.02,25.37,65791094.0,240253.0,25.357322,5.13,5.16,5.07,5.1,32537138,51248,5.112734,37.4,37.54,35.95,36.8,10627537.0,75373.0,36.660173
216.95,218.3999,197.0,200.37,5121171,193040,203.553662,61.1,63.01,53.43,55.69,185861438,1675412,57.395448,624.12,631.39,608.88,620.83,24785127,490051,620.894102,27.39,28.3799,27.05,27.68,4490455,43087,27.7768,,,,,,,,12.84,12.97,12.32,12.8,23250960.0,123936.0,12.677494,25.06,25.55,24.51,25.42,54766014.0,215264.0,25.247218,5.12,5.14,5.09,5.1,17260292,39128,5.116086,36.27,36.7,34.83,36.02,10819084.0,91169.0,35.639434
217.73,225.88,209.17,220.4,8200038,210280,215.108563,54.05,58.74,51.05,58.27,169467719,1349683,55.069948,618.74,628.5693,615.5,623.71,19144067,376082,622.988907,28.0,29.11,27.66,28.66,3739554,32627,28.595209,,,,,,,,12.85,13.57,12.4,13.41,32562889.0,136847.0,13.110694,25.4,25.52,24.96,25.4,46152494.0,159818.0,25.278357,5.14,5.14,5.08,5.11,20399342,34032,5.106277,35.82,39.8,35.62,39.42,28071269.0,183183.0,38.468962
220.91,222.57,214.12,219.34,3554830,107006,218.193687,57.0,61.1,56.8,58.3,116306610,982934,59.018709,632.0,657.204,630.04,656.57,31076713,675347,650.419425,28.64,29.81,28.64,29.31,3144984,31284,29.364853,,,,,,,,13.24,13.47,12.91,13.14,22998209.0,106451.0,13.156093,25.5,26.35,25.34,26.27,53327107.0,250734.0,26.042645,5.11,5.14,5.05,5.05,19220706,37827,5.077848,39.03,41.65,38.751,40.82,20804441.0,152396.0,40.690431
220.44,227.45,211.6,212.31,3862982,116860,218.608185,57.96,58.76,55.66,56.7,80334460,723612,56.845707,675.21,697.62,667.61,679.82,45964276,979036,684.478434,31.09,32.15,29.43,30.25,9495529,75707,30.535927,,,,,,,,13.26,13.33,12.64,12.68,22156895.0,101754.0,12.893495,26.5,26.71,26.17,26.53,48372811.0,235672.0,26.504294,5.16,5.1769,5.11,5.14,22521994,32842,5.140427,41.0,41.58,39.26,40.26,13386096.0,114107.0,40.115045
214.0,214.2,198.5,209.51,12684413,188236,207.052223,55.85,56.29,52.97,54.06,77587598,723236,54.309792,689.58,693.81,668.7,671.87,32469263,606254,678.7906,30.25,30.56,28.92,28.93,6730799,39130,29.375904,,,,,,,,12.1,12.46,11.76,12.12,36944761.0,163244.0,12.037634,26.6,27.01,26.245,26.78,140776222.0,262764.0,26.756484,5.3,5.65,5.3,5.45,80312685,122592,5.486311,47.73,57.2899,45.87,55.91,261344529.0,1588767.0,52.678203
211.45,224.45,210.2,213.25,4878929,132539,217.324652,55.06,59.36,54.33,58.11,99303932,763243,57.608948,671.64,694.6999,670.32,688.72,21619848,476199,686.515999,30.35,31.96,29.9406,30.66,6645338,51384,30.753536,,,,,,,,12.1,12.86,12.04,12.8,31116325.0,125434.0,12.574819,27.0,27.5,26.86,27.38,42172385.0,214413.0,27.252908,5.45,5.5,5.39,5.4,32326013,57907,5.428292,56.96,57.5095,52.48,54.84,109567629.0,701480.0,55.061991
213.59,215.22,208.01,210.88,2479717,82903,210.651025,58.85,61.0,56.18,56.43,63610457,531537,58.313236,685.12,687.5099,675.89,680.76,17384914,392477,680.659149,30.73,31.33,29.65,29.91,6025686,49634,30.026163,,,,,,,,12.52,12.6905,12.19,12.24,14333399.0,80398.0,12.332663,27.4,27.44,26.44,26.63,38468405.0,204895.0,26.764903,5.4,5.42,5.32,5.36,24817485,37733,5.374379,52.29,53.6,45.97,47.02,74306022.0,483543.0,49.143045
209.69,215.2787,206.9379,214.14,2538312,77836,211.132907,56.0,58.18,54.65,56.68,59018397,467216,56.414509,680.0,692.81,678.14,679.7,18899374,424103,685.011178,30.6,39.3,30.6,33.29,51454441,328182,34.435606,,,,,,,,12.1,12.51,11.95,12.22,13815909.0,71732.0,12.247603,26.43,26.92,26.21,26.36,28948400.0,146811.0,26.56005,5.35,5.35,5.29,5.32,22813886,37486,5.320876,44.42,47.9805,43.0805,46.0,64206390.0,390351.0,45.754347
213.4,216.83,202.0,204.36,2739408,92119,208.5276,56.77,57.71,52.5306,54.22,57650587,535444,54.889931,683.8,687.99,672.8,677.92,18608916,400840,679.129703,34.62,35.24,32.1,32.64,12256611,81746,33.23786,,,,,,,,12.18,12.27,11.8655,12.17,12219778.0,76975.0,12.056279,26.05,26.13,24.59,24.72,55581149.0,299982.0,25.093469,5.39,5.41,5.33,5.37,20284956,34686,5.364753,46.0,46.43,43.19,43.19,33894518.0,233810.0,45.965554
204.8,205.45,196.5,202.83,2602591,102003,201.125903,52.73,53.25,47.77,51.96,90760449,861984,50.454457,678.98,700.0,673.26,678.9,27114027,557863,683.739232,32.25,32.61,31.15,31.3,4299686,37224,31.633402,,,,,,,,12.1,12.245,11.82,11.99,10377259.0,61618.0,11.985576,25.0,25.34,24.33,24.44,29519858.0,173255.0,24.672587,5.37,5.4,5.32,5.39,16511734,29469,5.35901,52.9,54.4,44.04,44.94,135682016.0,870385.0,47.78582
204.0,204.77,193.7101,199.56,2768040,107687,197.923339,53.46,55.07,49.7,49.96,62368254,571134,52.020801,681.75,684.0,651.4002,659.58,23280113,608898,661.655815,31.27,31.32,29.701,30.28,4207645,32659,30.31028,,,,,,,,12.07,12.39,11.975,12.07,10880818.0,62035.0,12.164564,24.59,25.2,24.47,24.68,28741549.0,157815.0,24.766751,5.47,5.48,5.33,5.42,22637094,42853,5.413514,45.0,49.39,44.211,46.31,67323812.0,447699.0,47.085888
196.0,197.5,177.56,190.66,4233975,147077,185.969087,47.7,48.99,42.8,45.07,95314147,894554,45.34981,664.41,665.7,638.32,644.65,18779588,434177,647.737467,29.52,30.07,28.53,28.85,3395330,33260,29.080094,,,,,,,,12.09,12.14,11.37,11.44,12342948.0,73538.0,11.546409,24.22,24.26,22.72,22.89,66917316.0,339447.0,23.211315,5.46,5.48,5.36,5.39,23171365,40710,5.40144,46.31,46.76,43.02,44.92,32684011.0,257942.0,44.454867
180.0,194.22,179.5,191.38,2857162,93436,187.727998,41.0,49.79,38.76,47.94,145022578,1032063,44.826816,628.0,654.43,620.46,652.81,22754315,474249,640.591604,28.05,29.2799,27.43,28.45,3585445,30948,28.496182,,,,,,,,11.11,11.78,10.9,11.55,12549350.0,67712.0,11.395659,22.46,23.21,22.25,23.08,34583270.0,203133.0,22.850384,5.31,5.42,5.28,5.41,27989870,48967,5.358163,44.0,52.76,43.05,52.69,87452651.0,589943.0,49.623395
190.36,194.78,186.75,191.23,1582791,55802,191.080199,48.34,48.92,45.82,46.19,57852091,447745,47.088253,653.28,658.91,644.69,656.95,18124930,365107,653.642953,29.05,29.95,28.97,29.6,2524958,24102,29.459925,,,,,,,,11.53,11.8,11.4,11.79,5444836.0,34580.0,11.664075,22.83,23.39,22.76,23.29,22487049.0,118107.0,23.128959,5.46,5.51,5.45,5.47,17008062,33448,5.479875,50.64,52.63,48.46,49.2,62586473.0,476885.0,50.401572
191.42,197.75,187.42,189.25,1636324,62197,191.206067,44.5,46.55,42.07,42.61,62979092,645053,43.634708,662.36,687.24,662.161,685.7,25921423,541463,680.189536,29.67,30.305,28.99,30.1,2711878,25731,29.822686,,,,,,,,11.77,11.8322,11.17,11.25,7345406.0,43552.0,11.360481,23.26,23.495,22.88,22.95,23450793.0,126960.0,23.098749,5.47,5.47,5.36,5.37,17539549,40406,5.407891,49.55,50.75,39.81,40.69,136483991.0,1045373.0,43.831499
187.68,188.79,179.0,180.06,2398349,89333,182.480721,40.42,42.14,38.7,39.35,86792770,895059,39.832541,686.49,693.28,666.2958,668.54,20944825,436541,677.45453,30.0,31.7,29.06,29.35,3649913,33473,29.824858,,,,,,,,11.23,11.42,10.87,11.08,6825426.0,40941.0,11.178076,22.98,22.99,22.42,22.45,24719916.0,137010.0,22.630047,5.81,6.0,5.78,5.88,112946417,159085,5.877244,40.29,41.56,37.51,37.76,81538841.0,526765.0,39.342853
181.0,182.38,165.07,167.62,3911818,124381,172.792442,38.69,39.13,33.245,33.43,137817214,1091984,35.444977,670.9,678.6099,652.84,653.38,21618015,431858,665.671521,29.12,29.92,27.83,27.89,2900816,25868,28.500692,,,,,,,,11.14,11.21,10.54,10.66,9778860.0,56979.0,10.754843,22.49,22.62,21.51,21.56,33774220.0,190127.0,21.852703,5.99,6.0,5.84,5.84,53132388,79188,5.919991,37.16,37.97,32.81,33.07,85247795.0,485103.0,34.73334
160.0,171.99,158.01,166.82,4298561,132312,164.326607,32.39,37.4,32.14,36.0,199570857,1261204,35.530408,658.37,666.14,637.88,650.6,20188731,431049,652.092656,27.99,28.61,26.86,27.68,2676848,25248,27.575432,,,,,,,,10.52,10.91,10.24,10.57,12846500.0,60661.0,10.548391,21.72,22.055,21.01,21.47,31861091.0,162355.0,21.496417,5.76,5.805,5.655,5.75,35644077,52658,5.728111,33.09,34.4395,31.32,31.74,63422703.0,344491.0,32.683469
170.15,179.47,166.3,169.04,3287662,93112,172.514889,37.55,38.55,34.3,34.96,126812631,851795,36.6972,653.4,656.6999,642.2,644.22,16349545,333893,646.838409,27.82,27.93,26.84,27.16,1822767,19491,27.276055,,,,,,,,10.64,10.69,9.96,10.11,10330506.0,54167.0,10.211923,21.61,21.71,21.24,21.37,19495666.0,107762.0,21.439533,5.75,5.79,5.67,5.68,24604519,39578,5.739077,32.41,33.3,30.07,30.2,48784326.0,264557.0,31.280919
163.3,176.0,161.22,173.49,2434665,74733,169.256572,33.0,35.34,31.15,34.62,112827069,741672,33.396655,629.73,647.1999,621.29,646.22,21237473,480299,636.182512,26.5,27.62,26.16,27.14,3279703,29818,26.980483,,,,,,,,9.92,10.0899,9.66,9.88,12800028.0,71548.0,9.878052,21.0,21.69,20.55,21.54,30225062.0,162593.0,21.201051,5.65,5.65,5.53,5.6,36988408,56694,5.585969,29.55,32.97,28.63,32.4,69832365.0,398364.0,31.26601
173.9,193.6399,172.42,191.18,3098729,86528,184.016511,35.14,44.39,35.13,43.09,168627137,921350,38.986199,652.16,662.3916,640.501,660.5,15455447,339782,650.708928,28.08,29.33,27.5,29.05,5585174,43471,28.599944,,,,,,,,10.0,10.72,9.9401,10.62,11078211.0,60478.0,10.431399,21.63,22.35,21.22,22.18,22935808.0,120875.0,21.87347,5.64,5.825,5.64,5.81,33700131,54326,5.744834,30.95,32.37,29.54,32.03,43646144.0,263296.0,30.734849
187.79,195.51,182.11,185.81,2228719,63410,188.543302,41.74,46.55,40.11,40.78,158016468,1006525,43.21855,659.61,664.8599,650.2901,655.29,13969874,320011,657.305699,28.79,30.19,28.78,29.89,3022644,28654,29.699312,,,,,,,,10.4,10.87,10.4,10.82,7893600.0,43863.0,10.711681,22.2,22.68,22.12,22.52,20422179.0,104018.0,22.471165,5.88,5.96,5.77,5.8,31801458,50020,5.856139,31.26,33.9,31.13,33.37,29566470.0,185050.0,32.898088
185.3,187.69,176.15,178.85,1412984,46237,180.140285,40.2,41.74,37.15,37.24,93980990,634069,38.643159,656.11,662.17,644.6001,649.26,15098196,321863,652.253953,30.25,30.35,28.96,29.41,1507730,18121,29.405374,,,,,,,,10.7,10.9,10.35,10.38,4596379.0,29436.0,10.503391,22.55,22.67,21.88,22.07,17414454.0,94018.0,22.111137,5.81,5.8165,5.74,5.75,19818438,34427,5.766831,33.22,33.69,30.63,30.82,22499842.0,150984.0,31.62978
181.0,181.6,173.84,180.36,1316165,43399,178.181449,37.78,38.4,34.69,36.99,85472809,583952,36.22136,646.25,648.8,637.3001,643.38,14595605,344204,642.700176,29.53,29.66,28.545,28.72,1504016,18322,28.865442,,,,,,,,10.38,10.438,10.04,10.18,4737091.0,28232.0,10.164253,21.99,22.08,21.51,21.81,17644044.0,101742.0,21.825973,5.77,5.81,5.73,5.75,16084789,27319,5.767759,30.5,31.17,28.86,29.58,19842095.0,152936.0,29.703856
180.36,186.04,178.76,183.94,1260070,44932,182.477202,38.32,40.85,37.57,40.29,97955691,634390,39.606078,650.13,668.1999,647.11,657.62,25329116,548082,659.489741,28.91,30.0219,28.7801,29.83,2042717,21136,29.638919,,,,,,,,10.25,10.41,9.96,10.16,8373099.0,45162.0,10.134415,21.8,22.3,21.48,22.13,16259378.0,92899.0,21.984328,5.8,5.89,5.8,5.84,21135816,38529,5.843145,29.58,31.15,29.19,30.62,15380755.0,111619.0,30.240172
183.0,185.0,176.6601,178.54,1214729,46448,179.73038,39.92,40.3,37.06,38.01,55288943,413597,38.44554,663.38,666.5,627.24,644.78,32808014,739551,642.440096,29.63,29.83,28.44,29.08,1993560,15008,28.992494,,,,,,,,10.15,10.18,9.64,9.91,8995655.0,54100.0,9.842401,21.96,22.11,21.09,21.68,23075313.0,127598.0,21.461852,5.84,5.85,5.71,5.75,28728548,39831,5.752652,30.4,30.98,28.49,30.25,13378802.0,111929.0,29.538664
175.72,177.12,164.27,169.12,4100207,123824,169.222119,37.4,39.56,36.08,38.9,71013858,496144,38.035643,646.62,654.9699,639.4001,646.98,15989893,364135,647.077677,29.3,29.64,28.52,29.13,1091805,12940,29.106186,,,,,,,,10.01,11.0,9.97,10.77,15855715.0,73652.0,10.711915,21.75,22.615,21.69,22.56,25040030.0,120903.0,22.382348,5.76,5.85,5.715,5.81,25046219,37966,5.794502,30.47,31.7483,30.15,31.19,12893379.0,95083.0,30.932015
170.6,173.89,164.51,164.86,2239866,71861,167.97684,37.73,40.25,37.47,38.13,59442445,396968,39.051931,649.36,683.69,648.8,677.35,30381771,636661,673.129523,29.2,30.03,28.62,28.74,1354001,15359,29.201652,38.0,40.25,33.35,34.82,102471863.0,736560.0,36.185067,10.5,10.6978,10.295,10.35,8039130.0,44572.0,10.490075,22.72,22.85,22.14,22.18,19208213.0,99877.0,22.421206,6.1,6.23,6.02,6.05,71225020,96970,6.107096,31.07,32.01,30.47,30.78,10093429.0,82337.0,31.226707
165.0,167.22,158.87,161.12,2376680,89685,161.671129,37.63,39.19,36.79,37.02,52988492,420383,37.873368,672.0,697.53,669.0,687.2,29636544,640594,686.950413,28.65,29.3499,28.175,28.54,2003543,17607,28.586294,35.0,36.9795,33.25,35.15,40631521.0,310972.0,35.169255,10.29,10.49,10.0501,10.16,5345079.0,31771.0,10.2256,21.9,22.406,21.71,21.71,15870876.0,85104.0,21.969949,6.06,6.14,6.01,6.08,33581941,50673,6.078099,30.82,31.24,29.58,29.99,9279892.0,77024.0,30.27164
162.0,163.5899,155.06,157.65,2532553,85890,158.552995,37.52,38.48,35.01,35.2,59042752,511519,36.65095,700.0,726.94,698.4,709.67,33597842,817244,716.01172,28.66,29.224,28.21,28.33,1557138,20766,28.570126,36.0,37.98,35.3,37.68,19948226.0,163499.0,36.948853,10.2,10.41,10.09,10.1,4727242.0,30419.0,10.223788,21.83,22.37,21.48,22.1,21354725.0,120094.0,22.068686,6.1,6.18,6.03,6.13,35352004,46180,6.130461,29.7,32.8,29.45,31.87,15640817.0,119657.0,31.475402
156.45,158.89,148.2,152.75,14449770,133924,152.648636,35.15,35.2146,32.78,33.59,61730346,500714,33.589451,719.0,722.65,701.01,709.74,21596607,497878,710.3898,28.41,28.68,27.7,28.46,1506649,16666,28.36363,37.96,48.59,37.1594,46.8,93813695.0,610841.0,44.380481,10.09,10.18,9.87,10.17,5764292.0,33779.0,10.001712,22.0,22.27,21.71,22.24,17018808.0,90571.0,21.979835,6.21,6.29,6.18,6.29,31727689,52555,6.241287,31.44,31.75,29.84,31.4,11704078.0,91802.0,30.697243
152.73,157.79,145.691,146.8,2393423,81726,150.585366,34.47,35.24,29.81,29.84,85485282,687823,31.462408,711.0,724.9,708.93,710.92,16988152,408762,714.339009,28.63,28.7439,26.59,27.13,3598852,37386,27.266431,54.5,85.0,54.4,70.39,175773412.0,1523609.0,65.065024,10.15,10.2316,9.82,9.87,7243824.0,40593.0,9.950059,22.17,22.54,22.07,22.3,15533058.0,83639.0,22.295047,6.28,6.29,6.22,6.23,21961850,35725,6.249472,31.32,32.62,30.51,30.78,11292588.0,90904.0,31.42963
148.0,157.6,145.22,153.44,2412084,70625,151.989072,31.09,34.12,28.91,33.51,108559093,685822,31.756359,716.0,720.9499,711.41,714.63,12916096,324792,715.905145,27.04,27.94,27.04,27.62,1298842,16518,27.632362,62.65,66.5,50.46,50.97,82574372.0,764281.0,58.742764,9.94,10.63,9.87,10.43,10944569.0,53120.0,10.285245,22.2,22.77,22.02,22.52,18571878.0,95326.0,22.510663,6.25,6.26,6.17,6.19,15593387,31603,6.20704,31.0,32.16,30.6,31.53,13662137.0,104102.0,32.112313
152.56,156.5,150.31,151.77,1352689,46796,152.429083,33.05,33.58,31.57,32.7,52850878,354962,32.504679,711.9,716.33,697.63,699.1,15626310,410726,703.712032,27.88,28.04,27.05,27.24,1871225,18217,27.347648,57.87,60.88,53.1,55.01,70131679.0,579894.0,56.666891,10.3,10.46,10.2,10.29,4492810.0,27417.0,10.32405,22.69,22.69,21.79,21.82,24198574.0,135921.0,22.02038,6.17,6.19,6.06,6.1,19933490,37777,6.112269,31.55,35.6184,31.43,33.37,38723388.0,279083.0,33.957235
151.8,164.71,150.66,161.13,2248645,72665,160.110461,32.68,35.38,32.35,33.8,81051388,598372,34.055874,710.19,719.03,705.13,713.76,14707359,339788,714.01805,27.12,28.5,26.8801,27.99,2800142,21615,27.964654,59.14,59.96,56.0,56.83,27494883.0,258240.0,57.52504,10.23,10.54,10.19,10.41,6133450.0,33418.0,10.389044,21.85,23.28,21.8,22.93,35604870.0,166039.0,22.834934,6.07,6.14,6.07,6.1,15932658,30980,6.110661,33.0,35.54,32.84,35.21,18125733.0,133426.0,34.538267
161.36,166.8999,155.352,159.05,1623209,56259,160.78063,37.1,37.1595,31.441,31.75,116174552,778228,34.274257,713.23,716.59,701.88,709.99,13426351,320977,709.101867,28.3,29.83,28.13,29.56,2176996,25133,29.365136,56.55,58.49,53.5,53.94,17065930.0,172585.0,55.295549,10.34,10.65,10.28,10.37,4915169.0,27364.0,10.403819,22.94,23.52,22.78,22.92,25939714.0,128592.0,23.052879,6.1,6.11,6.01,6.02,18531234,35001,6.045807,34.75,34.8,31.0,31.33,27152496.0,209262.0,32.256667
158.43,159.05,154.62,158.78,945428,38520,157.079398,31.24,31.91,29.4,31.55,69682602,513945,30.745438,712.71,715.18,704.21,707.82,9792668,256201,708.533767,29.24,30.1,28.9,29.54,1819466,20179,29.596038,54.5,54.6058,49.0,51.19,15892116.0,179423.0,51.216309,10.41,10.44,10.07,10.32,5142831.0,28713.0,10.251747,23.02,23.19,22.09,22.35,34675356.0,170909.0,22.478014,6.01,6.03,5.97,6.02,19523613,31116,5.999702,29.86,30.0,26.5,27.36,38904936.0,300824.0,27.616438
159.88,164.28,157.33,162.35,1319832,45643,161.292937,30.8,34.1,30.75,33.07,71201976,450635,32.520432,705.66,722.8,699.4,722.25,17699000,398893,714.337533,29.55,30.12,28.56,28.98,1392393,14876,29.022263,50.0,50.39,47.52,48.1,13425977.0,156292.0,48.457324,10.31,10.44,10.07,10.17,3696435.0,23255.0,10.185944,24.4,25.76,23.585,24.89,189540374.0,803862.0,24.85128,6.01,6.03,5.93,6.02,22000365,29669,5.981709,26.78,27.425,25.51,25.94,22996735.0,169521.0,26.219019
